Date,Ambulance Trust,Count of Handovers Over 15 Minutes,Handover Compliance,% of Handovers Over 15 Minutes,Count of Handovers Over 30 Minutes,% of Handovers Over 30 Minutes,Count of Handovers Over 60 Minutes,% of Handovers Over 60 Minutes,Count of Handovers Over 90 Minutes,% of Handovers Over 90 Minutes,Hours lost for Handovers over 15 minutes,Hours lost for Handovers over 30 minutes,Hours lost for Handovers over 60 minutes,Longest Handover (mm.m),Mean Handover Time (mm.m),90th Centile Handover Time (mm.m),Total Handover Time (hh.h),Average Time Lost for Handovers over 15 minutes per Handover (hh.h)
17-Oct-22,SWAS,830,100.00%,78.45%,625,59.07%,420,39.70%,342,32.33%,"1,736.65","1,556.14","1,303.83","1,515.62",112.07,285.16,"1,976.16",1.64
17-Oct-22,WMAS,"1,137",88.40%,78.90%,641,44.48%,381,26.44%,290,20.12%,"1,288.53","1,074.40",833.22,978,67.89,172.12,"1,630.50",0.89
17-Oct-22,YAS,494,68.95%,64.66%,292,38.22%,130,17.02%,74,9.69%,325.53,230.29,131.04,337.92,38.06,84.74,484.67,0.43
18-Oct-22,EEAST,582,71.04%,83.26%,356,50.93%,218,31.19%,166,23.75%,739.22,626.24,488.2,718.1,77.84,0,906.8,1.06
18-Oct-22,EMAS,812,100.00%,78.45%,445,43.00%,195,18.84%,107,10.34%,723.25,477.83,276.55,406,45.12,101.86,778.29,0.7
18-Oct-22,IOW,17,96.23%,33.33%,1,1.96%,0,0.00%,0,0.00%,1.26,0.02,0,31.45,13.59,19.37,11.56,0.02
18-Oct-22,LAS,979,83.34%,70.89%,522,37.80%,211,15.28%,130,9.41%,567.02,385.31,217.75,337.77,37.78,83.73,869.55,0.41
18-Oct-22,NEAS,254,64.52%,72.36%,115,32.76%,44,12.54%,20,5.70%,101.2,86.37,56.28,173.48,30.97,86.2,181.17,0.29
18-Oct-22,NWAS,593,53.60%,82.02%,375,51.87%,184,25.45%,126,17.43%,493.11,373.83,246.29,454.33,55.18,120.4,664.88,0.68
18-Oct-22,SCAS,456,84.68%,61.13%,185,24.80%,94,12.60%,63,8.45%,295.42,222.99,158.23,502.75,37.17,78.43,462.11,0.4
18-Oct-22,SECAmb,752,92.78%,70.54%,268,25.14%,79,7.41%,40,3.75%,260.72,147.81,73.09,346.43,28.6,57.89,508.08,0.24
18-Oct-22,SWAS,848,100.00%,79.85%,618,58.19%,404,38.04%,297,27.97%,"1,401.78","1,221.55",974.26,"1,245.03",92.86,223.91,"1,643.63",1.32
18-Oct-22,WMAS,"1,066",84.10%,80.94%,631,47.91%,370,28.09%,269,20.43%,"1,110.10",905.05,670.79,846,64.84,170.25,"1,423.24",0.84
18-Oct-22,YAS,467,70.79%,61.77%,275,36.38%,145,19.18%,97,12.83%,352.14,262.33,162.06,605.97,40.49,85.49,510.19,0.47
19-Oct-22,EEAST,711,79.10%,83.84%,454,53.54%,283,33.37%,217,25.59%,914.19,772.04,600.71,716.75,79.08,0,"1,117.65",1.08
19-Oct-22,EMAS,809,100.00%,77.27%,398,38.01%,197,18.82%,133,12.70%,705.97,455.42,272.26,434,43.31,100.49,755.74,0.67
19-Oct-22,IOW,7,100.00%,18.92%,0,0.00%,0,0.00%,0,0.00%,0.43,0,0,21.5,12.28,18.27,7.57,0.01
19-Oct-22,LAS,964,86.04%,69.20%,474,34.03%,187,13.42%,107,7.68%,471.58,306.11,155.7,318.12,33.35,68.79,774.36,0.34
19-Oct-22,NEAS,255,67.02%,66.41%,105,27.34%,42,10.94%,25,6.51%,111.65,98.52,68.84,237.68,30.91,101.58,197.82,0.29
19-Oct-22,NWAS,740,70.36%,75.13%,380,38.58%,161,16.35%,91,9.24%,422.75,288.72,164.1,494.62,39.69,88.17,651.58,0.43
19-Oct-22,SCAS,431,81.49%,60.45%,162,22.72%,81,11.36%,46,6.45%,250.77,185.75,128.07,494.92,34.4,66.35,408.76,0.35
19-Oct-22,SECAmb,267,40.00%,62.68%,75,17.61%,9,2.11%,1,0.23%,56.07,17.71,1.66,91.63,21.31,34,151.27,0.13
19-Oct-22,SWAS,821,100.00%,76.59%,601,56.06%,400,37.31%,288,26.87%,"1,317.13","1,140.92",899.19,"1,019.07",87.26,208.39,"1,558.98",1.23
19-Oct-22,WMAS,"1,012",87.18%,76.72%,530,40.18%,256,19.41%,177,13.42%,806.53,624.39,440.59,845,50.77,124.03,"1,116.10",0.61
19-Oct-22,YAS,426,69.51%,59.50%,202,28.21%,72,10.06%,31,4.33%,173.93,100.99,41.55,213.78,26.91,50.96,321.1,0.24
20-Oct-22,EEAST,717,79.98%,80.83%,429,48.37%,265,29.88%,190,21.42%,798.7,661.21,495.05,669.8,68.27,0,"1,009.30",0.9
20-Oct-22,EMAS,812,100.00%,74.56%,405,37.19%,153,14.05%,85,7.81%,612.48,355.26,168.65,248,36.57,81.59,663.77,0.56
20-Oct-22,IOW,6,98.00%,12.24%,0,0.00%,0,0.00%,0,0.00%,0.29,0,0,22.23,11.79,15.28,9.63,0.01
20-Oct-22,LAS,973,87.94%,68.42%,460,32.35%,191,13.43%,110,7.74%,506.04,338.84,195.81,349.5,34.46,72.77,816.66,0.36
20-Oct-22,NEAS,244,67.36%,68.73%,113,31.83%,54,15.21%,26,7.32%,115.46,102.19,75.67,218,32.97,85.38,195.1,0.33
20-Oct-22,NWAS,666,65.24%,72.87%,331,36.21%,132,14.44%,67,7.33%,349,232.37,125.81,400.55,36.78,73.95,560.3,0.38
20-Oct-22,SCAS,485,83.37%,63.65%,152,19.95%,48,6.30%,28,3.67%,158.86,89.42,49.91,272.87,26.03,49.75,330.62,0.21
20-Oct-22,SECAmb,668,91.83%,63.86%,159,15.20%,20,1.91%,0,0.00%,126.22,35.72,3.37,85.23,20.87,35.12,363.92,0.12
20-Oct-22,SWAS,853,100.00%,76.64%,621,55.80%,413,37.11%,300,26.95%,"1,473.11","1,292.91","1,041.69","1,287.58",93.06,245.34,"1,726.25",1.32
20-Oct-22,WMAS,991,88.22%,72.71%,501,36.76%,212,15.55%,162,11.89%,714.13,534.6,375.19,955,45.37,101.67,"1,030.70",0.52
20-Oct-22,YAS,471,72.00%,59.47%,233,29.42%,90,11.36%,43,5.43%,218.31,134.88,60.42,254.35,28.88,60.11,381.26,0.28
21-Oct-22,EEAST,707,78.38%,81.26%,421,48.39%,250,28.74%,179,20.57%,649.75,515.06,358.57,567.52,59.15,0,857.65,0.75
21-Oct-22,EMAS,821,100.00%,75.39%,429,39.39%,173,15.89%,105,9.64%,706.78,447.57,242.75,329,40.81,99.25,740.75,0.65
21-Oct-22,IOW,4,100.00%,8.89%,1,2.22%,1,2.22%,1,2.22%,1.65,1.18,0.68,100.78,13.55,14.83,10.16,0.04
21-Oct-22,LAS,"1,001",87.81%,70.89%,486,34.42%,178,12.61%,83,5.88%,461.13,287.95,137.25,314.68,32.93,68.84,775,0.33
21-Oct-22,NEAS,280,72.57%,68.29%,110,26.83%,35,8.54%,16,3.90%,96.88,80.34,47.09,170.95,27.78,70.09,189.82,0.24
21-Oct-22,NWAS,773,69.89%,75.34%,393,38.30%,153,14.91%,90,8.77%,414.66,275.38,153.71,386.87,38.16,81.72,652.59,0.4
21-Oct-22,SCAS,370,81.71%,50.20%,122,16.55%,46,6.24%,23,3.12%,129.74,76.99,39.77,302.93,23.43,42.81,287.84,0.18
21-Oct-22,SECAmb,685,91.51%,65.49%,212,20.27%,63,6.02%,29,2.77%,191.95,93.4,33.73,175.67,24.72,46.61,430.92,0.18
21-Oct-22,SWAS,815,100.00%,75.53%,606,56.16%,409,37.91%,300,27.80%,"1,331.90","1,156.26",910.88,"1,563.07",87.65,206.12,"1,576.21",1.23
21-Oct-22,WMAS,946,89.13%,70.33%,448,33.31%,216,16.06%,156,11.60%,716.26,552.63,402.16,600,45.8,108.45,"1,026.70",0.53
21-Oct-22,YAS,514,69.22%,65.48%,309,39.36%,139,17.71%,71,9.04%,310,210.79,107.28,371.28,36.56,78.22,478.33,0.39
22-Oct-22,EEAST,709,80.75%,77.91%,430,47.25%,251,27.58%,172,18.90%,711.66,576.34,418.11,521.02,61.14,0,927.3,0.78
22-Oct-22,EMAS,781,100.00%,75.10%,365,35.10%,153,14.71%,96,9.23%,637.54,398.37,231.9,565,40.2,86.43,696.86,0.61
22-Oct-22,IOW,15,96.30%,28.85%,4,7.69%,0,0.00%,0,0.00%,1.98,0.48,0,42.58,14.02,18.83,12.15,0.04
22-Oct-22,LAS,918,87.54%,63.44%,356,24.60%,79,5.46%,40,2.76%,298.45,151.88,60.45,243.38,25.26,48.4,609.25,0.21
22-Oct-22,NEAS,296,68.27%,72.02%,138,33.58%,61,14.84%,39,9.49%,152.56,138.26,104.91,216.63,36.06,110.27,246.99,0.37
22-Oct-22,NWAS,721,71.77%,68.34%,337,31.94%,140,13.27%,86,8.15%,380.52,254.43,147.82,411.1,35.27,73.5,620.2,0.36
22-Oct-22,SCAS,477,89.23%,62.60%,165,21.65%,52,6.82%,27,3.54%,150.31,79.71,33.18,221.28,25.25,47.24,320.64,0.2
22-Oct-22,SECAmb,620,92.32%,62.88%,178,18.05%,36,3.65%,7,0.71%,137.32,51.05,10.26,116.67,22.01,39.18,361.66,0.14
22-Oct-22,SWAS,819,100.00%,74.12%,512,46.33%,310,28.05%,239,21.63%,"1,011.76",849.17,652.11,812.37,68.42,180.71,"1,260.12",0.92
22-Oct-22,WMAS,874,91.94%,66.67%,331,25.25%,167,12.74%,129,9.84%,614.28,474.72,358.62,815,41.86,88.09,914.73,0.47
22-Oct-22,YAS,528,73.05%,64.71%,292,35.78%,121,14.83%,62,7.60%,282.19,185,89.2,231.43,33.53,66.56,456.03,0.35
23-Oct-22,EEAST,672,78.51%,78.97%,380,44.65%,214,25.15%,150,17.63%,667.75,542.09,401.93,695.1,61.32,0,869.79,0.78
23-Oct-22,EMAS,756,100.00%,73.90%,404,39.49%,204,19.94%,136,13.29%,772.13,545.79,360.83,549,49.4,115.51,842.25,0.75
23-Oct-22,IOW,8,95.92%,17.02%,1,2.13%,0,0.00%,0,0.00%,0.93,0.15,0,39.13,12.43,17.78,9.73,0.02
23-Oct-22,LAS,870,88.31%,60.92%,338,23.67%,103,7.21%,53,3.71%,321.03,181.98,89.08,305.72,26.03,52.66,619.46,0.22
23-Oct-22,NEAS,245,71.38%,63.80%,112,29.17%,61,15.89%,24,6.25%,114.67,103.38,79.88,223.58,31.39,81.98,200.87,0.3
23-Oct-22,NWAS,757,74.34%,68.94%,377,34.34%,163,14.85%,98,8.93%,466.67,333.78,211.54,563.12,39.2,89.37,717.28,0.43
23-Oct-22,SCAS,437,85.92%,60.69%,144,20.00%,56,7.78%,24,3.33%,153.17,91.44,47.76,272.9,25.93,45.25,311.12,0.21
23-Oct-22,SECAmb,580,93.13%,57.83%,130,12.96%,17,1.69%,3,0.30%,101.75,29.41,4.08,122.63,19.48,32.18,325.59,0.1
23-Oct-22,SWAS,783,100.00%,74.79%,563,53.77%,340,32.47%,274,26.17%,"1,332.62","1,166.38",951.53,"1,080.20",89.9,226.95,"1,568.72",1.27
23-Oct-22,WMAS,927,88.31%,70.55%,412,31.35%,225,17.12%,170,12.94%,776.72,621.95,479.46,"1,161.00",49.36,103,"1,080.94",0.59
23-Oct-22,YAS,492,70.56%,64.57%,246,32.28%,88,11.55%,38,4.99%,220.29,130.29,54.29,182.43,30.23,59.19,383.88,0.29
24-Oct-22,EEAST,597,71.68%,77.84%,381,49.67%,229,29.86%,171,22.29%,733.42,616.56,475.19,700.8,71.4,0,912.79,0.96
24-Oct-22,EMAS,824,100.00%,78.85%,478,45.74%,290,27.75%,195,18.66%,"1,126.59",879.54,652.27,614,68.25,169.76,"1,188.76",1.08
24-Oct-22,IOW,20,100.00%,40.00%,4,8.00%,1,2.00%,0,0.00%,4.05,1.39,0.23,73.75,17.22,28.67,14.35,0.08
24-Oct-22,LAS,954,85.12%,66.71%,466,32.59%,201,14.06%,121,8.46%,545.88,378.78,227.12,347.5,36.14,82.49,861.36,0.38
24-Oct-22,NEAS,278,66.94%,69.33%,122,30.42%,58,14.46%,35,8.73%,136.9,121.44,92.46,217.6,34.04,99.48,227.51,0.34
24-Oct-22,NWAS,785,72.09%,78.74%,435,43.63%,252,25.28%,157,15.75%,638.61,494.98,329.51,594.28,52.61,118.09,874.19,0.64
24-Oct-22,SCAS,398,82.49%,56.70%,152,21.65%,72,10.26%,48,6.84%,211.88,151.18,99.21,363.35,31.23,65.01,365.38,0.3
24-Oct-22,SECAmb,649,93.81%,62.05%,202,19.31%,43,4.11%,15,1.43%,159.64,68.53,18.5,139.03,22.64,39.48,394.64,0.15
24-Oct-22,SWAS,813,100.00%,78.47%,591,57.05%,419,40.44%,338,32.63%,"1,524.20","1,352.63","1,107.01","1,598.85",102.03,252.54,"1,761.73",1.47
24-Oct-22,WMAS,986,89.29%,73.47%,537,40.01%,310,23.10%,241,17.96%,"1,141.21",964.47,767.29,"1,080.00",65.03,158.57,"1,454.46",0.85
24-Oct-22,YAS,459,61.03%,66.62%,278,40.35%,133,19.30%,80,11.61%,337.54,247.32,149.79,565.88,42.17,91.81,484.27,0.49
25-Oct-22,EEAST,704,79.71%,85.75%,423,51.52%,256,31.18%,178,21.68%,739.55,602.58,443.68,678.65,68.52,0,937.61,0.9
25-Oct-22,EMAS,821,100.00%,78.72%,454,43.53%,240,23.01%,156,14.96%,816.93,570.33,364.68,440,50.28,123.43,874.05,0.78
25-Oct-22,IOW,17,93.18%,41.46%,3,7.32%,1,2.44%,1,2.44%,3.85,1.71,0.7,102.13,18.51,26.62,12.65,0.09
25-Oct-22,LAS,943,84.21%,69.08%,499,36.56%,227,16.63%,142,10.40%,583.2,410.38,244.47,340.5,38.91,89.59,885.16,0.43
25-Oct-22,NEAS,295,70.69%,74.12%,144,36.18%,62,15.58%,26,6.53%,141.39,127.04,89.63,229.75,35.14,101.61,233.09,0.36
25-Oct-22,NWAS,697,66.84%,76.68%,372,40.92%,175,19.25%,103,11.33%,438.8,310.69,184.69,407.85,43.07,90.53,652.58,0.48
25-Oct-22,SCAS,411,82.16%,59.48%,140,20.26%,65,9.41%,42,6.08%,206.13,147.91,101.63,437.58,31.24,64.59,359.8,0.3
25-Oct-22,SECAmb,679,92.50%,67.09%,224,22.13%,46,4.55%,11,1.09%,183.41,80.02,23.52,224.78,24.62,41.14,415.21,0.18
25-Oct-22,SWAS,805,100.00%,73.25%,552,50.23%,357,32.48%,254,23.11%,"1,100.43",934.22,714.99,899.43,73.46,175.98,"1,345.46",1
25-Oct-22,WMAS,996,87.33%,74.11%,525,39.06%,264,19.64%,189,14.06%,976.38,796.01,612.82,"1,075.00",57.65,151.72,"1,291.37",0.73
25-Oct-22,YAS,448,64.88%,68.71%,254,38.96%,95,14.57%,51,7.82%,244.13,158.68,79.13,295.58,35.54,76.25,386.22,0.37
26-Oct-22,EEAST,666,75.38%,84.63%,443,56.29%,263,33.42%,205,26.05%,781.53,645.86,480.53,583.3,74.01,0,970.77,0.99
26-Oct-22,EMAS,807,100.00%,76.57%,423,40.13%,201,19.07%,156,14.80%,858.84,617.24,420.41,574,52.02,133.34,913.75,0.81
26-Oct-22,IOW,13,91.67%,29.55%,0,0.00%,0,0.00%,0,0.00%,0.52,0,0,22.67,12.99,16.52,9.53,0.01
26-Oct-22,LAS,940,86.17%,66.15%,471,33.15%,221,15.55%,127,8.94%,534.44,365.89,202.88,341.33,35.73,75.42,846.24,0.38
26-Oct-22,NEAS,266,71.79%,67.86%,119,30.36%,34,8.67%,16,4.08%,103.95,90.76,52.61,226.28,29.25,89.08,191.12,0.27
26-Oct-22,NWAS,736,69.83%,74.65%,392,39.76%,191,19.37%,117,11.87%,476.78,344.36,208.33,537.48,42.97,88.25,706.15,0.48
26-Oct-22,SCAS,424,82.75%,60.14%,115,16.31%,24,3.40%,8,1.13%,94.75,38.36,10.72,148.62,21.45,36.36,252.09,0.13
26-Oct-22,SECAmb,733,93.87%,67.37%,207,19.03%,35,3.22%,9,0.83%,166.74,61.11,11.43,129.6,23.05,39.91,417.96,0.15
26-Oct-22,SWAS,852,100.00%,76.21%,568,50.81%,352,31.48%,264,23.61%,"1,158.26",983.96,766.89,"1,770.63",75.7,186.55,"1,410.63",1.04
26-Oct-22,WMAS,"1,013",87.81%,73.62%,493,35.83%,258,18.75%,189,13.74%,919.35,745.05,573.27,"1,023.00",54.08,132.78,"1,240.31",0.67
26-Oct-22,YAS,503,70.97%,64.49%,267,34.23%,94,12.05%,49,6.28%,250.26,158.65,79.91,263.32,32.05,69.26,416.7,0.32
27-Oct-22,EEAST,690,78.25%,83.03%,467,56.20%,281,33.81%,207,24.91%,812.5,671.21,492.63,507.62,73.21,0,"1,013.91",0.98
27-Oct-22,EMAS,788,100.00%,73.58%,399,37.25%,174,16.25%,101,9.43%,643.21,397.29,213.3,369,39.2,84.13,699.78,0.6
27-Oct-22,IOW,7,95.35%,17.07%,0,0.00%,0,0.00%,0,0.00%,0.27,0,0,20.2,12.18,16.18,8.32,0.01
27-Oct-22,LAS,950,86.77%,67.66%,470,33.48%,200,14.25%,102,7.26%,505.25,335.03,183.74,321.22,34.7,76,811.94,0.36
27-Oct-22,NEAS,256,71.48%,66.32%,98,25.39%,39,10.10%,19,4.92%,94.82,79.4,54.87,180.13,28.55,79.54,183.67,0.25
27-Oct-22,NWAS,710,69.01%,73.65%,370,38.38%,157,16.29%,87,9.02%,402.77,274.35,155.55,621.52,39.11,81.14,628.37,0.42
27-Oct-22,SCAS,442,84.19%,58.47%,112,14.81%,17,2.25%,5,0.66%,91.12,30.45,7.32,167.9,20.57,32.63,259.21,0.12
27-Oct-22,SECAmb,657,91.92%,64.92%,165,16.30%,22,2.17%,7,0.69%,134.67,44.59,8.18,131.92,21.68,37.19,365.71,0.13
27-Oct-22,SWAS,853,100.00%,76.71%,601,54.05%,364,32.73%,256,23.02%,"1,041.52",863.45,627.88,842.13,69.66,175.8,"1,291.01",0.94
27-Oct-22,WMAS,949,87.44%,70.98%,417,31.19%,215,16.08%,152,11.37%,741.13,584.95,437.61,853,47.24,107.81,"1,052.63",0.55
27-Oct-22,YAS,465,71.54%,60.86%,259,33.90%,133,17.41%,74,9.69%,329.77,241.6,147.83,494.3,38.11,82.42,485.32,0.43
28-Oct-22,EEAST,688,76.86%,82.20%,448,53.52%,261,31.18%,187,22.34%,779.25,640.66,475.5,697.97,70.29,0,980.52,0.93
28-Oct-22,EMAS,760,100.00%,70.70%,318,29.58%,138,12.84%,90,8.37%,568.97,327.76,180.41,282.15,34.97,78.59,626.57,0.53
28-Oct-22,IOW,6,100.00%,11.54%,0,0.00%,0,0.00%,0,0.00%,0.35,0,0,23.93,11.38,15.48,9.87,0.01
28-Oct-22,LAS,932,85.39%,68.13%,437,31.94%,198,14.47%,120,8.77%,516.29,353.65,210.32,348.42,35.58,74.17,811.24,0.38
28-Oct-22,NEAS,287,70.53%,71.39%,106,26.37%,32,7.96%,18,4.48%,101.75,83.25,51.56,219.88,28.89,79.15,193.55,0.25
28-Oct-22,NWAS,750,71.86%,71.63%,345,32.95%,150,14.33%,80,7.64%,369.35,240.57,130.48,418.45,34.98,75.98,610.35,0.35
28-Oct-22,SCAS,388,81.55%,57.74%,95,14.14%,17,2.53%,5,0.74%,77.18,27.3,6.69,152.67,20.2,30.88,226.23,0.11
28-Oct-22,SECAmb,627,92.35%,61.11%,166,16.18%,25,2.44%,4,0.39%,131.97,46.56,10.63,252.75,21.23,35.23,362.99,0.13
28-Oct-22,SWAS,824,100.00%,73.70%,539,48.21%,313,28.00%,213,19.05%,837.86,671.43,465.78,521,58.34,143.56,"1,086.99",0.75
28-Oct-22,WMAS,923,88.28%,69.24%,431,32.33%,231,17.33%,165,12.38%,736.59,581.55,429.45,"1,174.00",46.96,110.1,"1,043.30",0.55
28-Oct-22,YAS,478,70.66%,62.40%,282,36.81%,127,16.58%,81,10.57%,309.65,216.4,121.46,380.95,36.78,83.77,469.56,0.4
29-Oct-22,EEAST,680,75.67%,85.43%,430,54.02%,243,30.53%,182,22.86%,770.26,634.81,475.32,584.5,72.5,0,961.88,0.97
29-Oct-22,EMAS,768,100.00%,68.94%,267,23.97%,50,4.49%,24,2.15%,415.56,165.69,48.13,296.62,25.45,45.35,472.6,0.37
29-Oct-22,IOW,4,98.18%,7.41%,0,0.00%,0,0.00%,0,0.00%,0.39,0,0,23.93,10.88,14.65,9.79,0.01
29-Oct-22,LAS,915,85.51%,68.59%,418,31.33%,163,12.22%,90,6.75%,437.96,281.6,151.53,343.33,32.93,69.7,732.14,0.33
29-Oct-22,NEAS,230,74.27%,60.37%,85,22.31%,31,8.14%,16,4.20%,85.16,70.61,45.09,194.12,26.53,66.92,168.45,0.22
29-Oct-22,NWAS,752,73.32%,71.62%,335,31.90%,103,9.81%,50,4.76%,284.8,158.21,67.65,218.92,30.15,59.92,527.7,0.27
29-Oct-22,SCAS,349,87.23%,50.58%,54,7.83%,7,1.01%,4,0.58%,53.25,13.95,3.36,119.85,17.37,26.3,199.81,0.08
29-Oct-22,SECAmb,633,91.78%,61.64%,171,16.65%,19,1.85%,3,0.29%,129.1,44.11,5.52,128.15,21.09,34.66,360.97,0.13
29-Oct-22,SWAS,800,100.00%,71.68%,535,47.94%,320,28.67%,240,21.51%,969.69,807.75,605.54,738.23,65.31,149.5,"1,214.74",0.87
29-Oct-22,WMAS,917,89.29%,69.21%,377,28.45%,177,13.36%,135,10.19%,658.7,508.26,383.12,"1,179.00",43.65,98.48,963.95,0.5
29-Oct-22,YAS,444,73.92%,60.24%,189,25.64%,49,6.65%,16,2.17%,150.9,75.5,23.43,236.45,24.75,49.5,304.06,0.2
30-Oct-22,EEAST,692,76.63%,82.78%,400,47.85%,235,28.11%,162,19.38%,714.25,582.82,434.72,599.02,65.59,0,913.87,0.85
30-Oct-22,EMAS,796,100.00%,73.77%,344,31.88%,107,9.92%,32,2.97%,482.7,227.62,66.16,186,29.27,58.06,526.29,0.45
30-Oct-22,IOW,5,97.67%,11.90%,1,2.38%,0,0.00%,0,0.00%,0.45,0.09,0,35.35,12.26,15.28,8.58,0.01
30-Oct-22,LAS,821,81.35%,64.04%,348,27.15%,129,10.06%,78,6.08%,360.24,225.56,120.93,357.22,29.84,60.72,637.61,0.28
30-Oct-22,NEAS,284,71.82%,67.94%,108,25.84%,36,8.61%,19,4.55%,102.84,85.97,54,201.67,28.32,88.94,197.28,0.25
30-Oct-22,NWAS,765,72.31%,72.51%,354,33.55%,133,12.61%,75,7.11%,370.68,238.73,134.19,394.17,35.03,75.2,615.97,0.35
30-Oct-22,SCAS,392,89.03%,50.84%,96,12.45%,27,3.50%,9,1.17%,90.14,39.11,13.9,166.13,19.83,35.49,254.84,0.12
30-Oct-22,SECAmb,576,88.85%,60.76%,185,19.51%,25,2.64%,5,0.53%,129.54,46.65,7.24,134.9,21.77,38.02,344,0.14
30-Oct-22,SWAS,780,100.00%,67.89%,532,46.30%,320,27.85%,222,19.32%,"1,016.53",856.41,656.08,"1,001.72",66.06,162.04,"1,265.10",0.88
30-Oct-22,WMAS,952,89.65%,70.94%,426,31.74%,178,13.26%,139,10.36%,664.18,503.95,372.48,994,43.59,94.77,975.01,0.49
30-Oct-22,YAS,459,72.02%,58.85%,229,29.36%,77,9.87%,44,5.64%,205.38,123.98,59.03,233.85,28.22,58.37,366.83,0.26
31-Oct-22,EEAST,706,74.91%,84.75%,458,54.98%,312,37.45%,240,28.81%,996.97,854.78,671.78,688.73,86.15,0,"1,196.07",1.2
31-Oct-22,EMAS,854,100.00%,78.35%,457,41.93%,255,23.39%,190,17.43%,"1,036.66",780.6,564.86,554,60.66,146.83,"1,101.93",0.95
31-Oct-22,IOW,8,93.88%,17.39%,2,4.35%,0,0.00%,0,0.00%,1.02,0.12,0,33.72,13.47,17.32,10.33,0.02
31-Oct-22,LAS,952,80.65%,69.85%,491,36.02%,238,17.46%,151,11.08%,610.71,438.02,267.12,359,40.01,95.67,908.83,0.45
31-Oct-22,NEAS,247,64.12%,70.17%,111,31.53%,55,15.63%,36,10.23%,128.81,114.44,88.58,267.13,35.54,108.58,208.53,0.37
31-Oct-22,NWAS,802,70.98%,78.24%,514,50.15%,285,27.80%,194,18.93%,712.97,553.89,364.15,581.62,55.76,126.15,952.56,0.7
31-Oct-22,SCAS,406,82.18%,56.08%,130,17.96%,44,6.08%,30,4.14%,158.01,98.35,61.88,324.38,26.26,53.94,316.85,0.22
31-Oct-22,SECAmb,656,93.17%,64.13%,214,20.92%,53,5.18%,1,0.10%,164,65.38,8.34,115,23.05,42.13,393.02,0.16
31-Oct-22,SWAS,827,100.00%,75.25%,603,54.87%,420,38.22%,353,32.12%,"1,544.85","1,368.55","1,120.58","1,336.47",97.84,235.37,"1,792.13",1.41
31-Oct-22,WMAS,"1,080",87.80%,75.05%,577,40.10%,339,23.56%,250,17.37%,"1,092.90",897.22,682.41,973,59.66,154.02,"1,430.84",0.76
31-Oct-22,YAS,452,63.45%,66.77%,262,38.70%,123,18.17%,66,9.75%,282.95,196.91,107.02,279.13,37.84,79.1,427,0.42
01-Nov-22,EEAST,640,74.17%,81.95%,397,50.83%,229,29.32%,173,22.15%,738.27,611.21,463.65,715.33,71.08,167,925.2,0.95
01-Nov-22,EMAS,744,100.00%,74.25%,380,37.92%,167,16.67%,106,10.58%,599.62,372.94,199.28,464,39.52,80.41,659.9,0.6
01-Nov-22,IOW,11,93.62%,25.00%,0,0.00%,0,0.00%,0,0.00%,1,0,0,27.67,13.26,20.82,9.72,0.02
01-Nov-22,LAS,988,82.84%,70.82%,517,37.06%,218,15.63%,127,9.10%,583.05,405.24,238.99,419,38.31,85.08,890.8,0.42
01-Nov-22,NEAS,270,69.76%,71.81%,127,33.78%,69,18.35%,30,7.98%,137.06,123.11,96.52,211.52,35.63,102.15,223.29,0.36
01-Nov-22,NWAS,789,71.17%,78.90%,429,42.90%,190,19.00%,108,10.80%,501.65,354.96,216.21,490.48,44.22,94.8,736.97,0.5
01-Nov-22,SCAS,379,82.09%,55.49%,131,19.18%,82,12.01%,56,8.20%,224.61,169.73,121.41,451.47,32.8,64.99,373.39,0.33
01-Nov-22,SECAmb,627,92.51%,61.17%,191,18.63%,20,1.95%,2,0.20%,134.31,44.51,4.53,116.93,21.27,34.56,363.28,0.13
01-Nov-22,SWAS,842,100.00%,74.58%,566,50.13%,326,28.88%,227,20.11%,"1,019.71",847.42,630.61,962.28,67.58,177.71,"1,271.69",0.9
01-Nov-22,WMAS,"1,059",86.74%,77.81%,575,42.25%,318,23.37%,230,16.90%,"1,048.11",854.66,645.69,856,60.39,139.99,"1,369.74",0.77
01-Nov-22,YAS,463,65.11%,65.12%,256,36.01%,112,15.75%,72,10.13%,296.1,209.75,126.74,365.63,37.73,80.9,447.08,0.42
02-Nov-22,EEAST,717,80.14%,75.63%,360,37.97%,202,21.31%,145,15.30%,603.13,475.76,345.81,694.55,52.28,114.75,826.03,0.64
02-Nov-22,EMAS,730,100.00%,69.39%,258,24.52%,85,8.08%,47,4.47%,438.06,202.95,87.98,273.02,28.25,54.26,495.33,0.42
02-Nov-22,IOW,8,100.00%,17.02%,1,2.13%,1,2.13%,0,0.00%,1.58,1,0.5,89.73,13.03,16.63,10.21,0.03
02-Nov-22,LAS,937,80.36%,70.45%,497,37.37%,218,16.39%,126,9.47%,546.69,377.96,217.18,355.25,37.89,85.74,839.81,0.41
02-Nov-22,NEAS,266,72.65%,63.79%,124,29.74%,44,10.55%,15,3.60%,104.64,90.45,55.18,186.75,28.41,82.3,197.43,0.25
02-Nov-22,NWAS,771,75.48%,73.01%,406,38.45%,181,17.14%,109,10.32%,468.6,327.2,194.57,356.03,40.5,88.68,712.88,0.44
