Date,Ambulance Trust,Count of Handovers Over 15 Minutes,Handover Compliance,% of Handovers Over 15 Minutes,Count of Handovers Over 30 Minutes,% of Handovers Over 30 Minutes,Count of Handovers Over 60 Minutes,% of Handovers Over 60 Minutes,Count of Handovers Over 90 Minutes,% of Handovers Over 90 Minutes,Hours lost for Handovers over 15 minutes,Hours lost for Handovers over 30 minutes,Hours lost for Handovers over 60 minutes,Longest Handover (mm.m),Mean Handover Time (mm.m),90th Centile Handover Time (mm.m),Total Handover Time (hh.h),Average Time Lost for Handovers over 15 minutes per Handover (hh.h)
27-Jan-21,NWAS,748,75.12%,58.99%,154,12.15%,28,2.21%,12,0.95%,137.36,41.01,11.67,158.22,19.8,34.46,418.48,0.11
27-Jan-21,SCAS,342,86.99%,43.35%,55,6.97%,5,0.63%,2,0.25%,50.12,11.06,2.42,140.9,16.51,24.75,217.06,0.06
27-Jan-21,SECAmb,636,92.70%,60.34%,73,6.93%,14,1.33%,5,0.47%,88.67,21.56,6.37,139,18.65,27.91,327.54,0.08
27-Jan-21,SWAS,453,100.00%,36.47%,141,11.35%,50,4.03%,20,1.61%,145.11,80.57,40.16,244.9,17.74,38.59,367.31,0.12
27-Jan-21,WMAS,971,92.03%,62.73%,227,14.66%,66,4.26%,33,2.13%,240.09,113.63,54.09,228,22.92,40.32,591.43,0.16
27-Jan-21,YAS,331,76.05%,37.92%,92,10.54%,11,1.26%,0,0.00%,67.71,22.41,1.62,80.3,14.95,28.9,217.5,0.08
28-Jan-21,EEAST,910,92.18%,68.32%,247,18.54%,77,5.78%,25,1.88%,231.51,106.05,36.49,250.4,24.36,43.95,540.77,0.17
28-Jan-21,EMAS,799,100.00%,63.67%,235,18.73%,49,3.90%,21,1.67%,437.69,143.9,35.17,169.03,22.52,39.45,471.02,0.35
28-Jan-21,IOW,7,94.59%,20.00%,0,0.00%,0,0.00%,0,0.00%,0.27,0,0,25.7,11.61,15.38,6.78,0.01
28-Jan-21,LAS,"1,202",95.11%,69.40%,332,19.17%,24,1.39%,24,1.39%,243.41,70.3,12.98,227.35,22.2,33.95,640.84,0.14
28-Jan-21,NEAS,245,76.42%,53.61%,42,9.19%,7,1.53%,1,0.22%,37.68,20.26,6.68,108.02,17.92,54.75,136.5,0.08
28-Jan-21,NWAS,726,73.80%,58.45%,151,12.16%,17,1.37%,8,0.64%,127.13,36.79,11.71,200.7,19.5,34.3,403.59,0.1
28-Jan-21,SCAS,356,85.85%,44.78%,59,7.42%,12,1.51%,6,0.75%,56.99,18.87,6.2,164.77,17.07,25.45,226.19,0.07
28-Jan-21,SECAmb,607,93.18%,57.70%,85,8.08%,16,1.52%,4,0.38%,87.77,20.92,4.91,111.58,18.44,27.79,323.24,0.08
28-Jan-21,SWAS,547,100.00%,42.53%,206,16.02%,63,4.90%,35,2.72%,193.12,110.43,50.58,280.52,20.31,39.58,435.22,0.15
28-Jan-21,WMAS,929,90.80%,59.17%,224,14.27%,70,4.46%,41,2.61%,248.88,127.56,68.33,276.62,23.04,41.1,602.97,0.16
28-Jan-21,YAS,320,73.91%,39.36%,102,12.55%,17,2.09%,2,0.25%,73.36,27.38,4.42,115.18,16.06,31.63,217.62,0.09
29-Jan-21,EEAST,867,92.85%,66.13%,228,17.39%,72,5.49%,32,2.44%,228.42,110.49,44.45,178.73,24.23,46.37,529.42,0.17
29-Jan-21,EMAS,803,100.00%,65.39%,226,18.40%,47,3.83%,19,1.55%,435.17,134.11,32.92,181,22.82,40.6,467.13,0.35
29-Jan-21,IOW,4,96.43%,14.81%,0,0.00%,0,0.00%,0,0.00%,0.1,0,0,16.67,11.14,16.17,5.01,0
29-Jan-21,LAS,"1,289",94.71%,71.97%,347,19.37%,32,1.79%,32,1.79%,280.15,90.97,28.67,212.55,23.23,36.07,693.35,0.16
29-Jan-21,NEAS,228,75.95%,49.78%,36,7.86%,3,0.66%,0,0.00%,33.9,16.07,2.41,67.13,17.08,51.68,130.37,0.07
29-Jan-21,NWAS,712,73.24%,55.71%,130,10.17%,23,1.80%,11,0.86%,129.74,42.89,17.71,194.77,19.14,33.53,407.73,0.1
29-Jan-21,SCAS,327,85.41%,41.39%,37,4.68%,3,0.38%,0,0.00%,36.2,5.32,0.18,68.2,15.38,22.43,202.51,0.05
29-Jan-21,SECAmb,660,94.56%,58.46%,89,7.88%,10,0.89%,2,0.18%,88.37,17.9,3.8,134.15,18.2,27.31,342.49,0.08
29-Jan-21,SWAS,585,100.00%,44.55%,252,19.19%,123,9.37%,53,4.04%,255.11,160.41,75.75,218.37,23.19,48.16,507.54,0.19
29-Jan-21,WMAS,"1,076",89.20%,64.51%,361,21.64%,121,7.25%,81,4.86%,407.3,248.46,150.07,286.9,28.32,61.4,787.25,0.24
29-Jan-21,YAS,324,76.15%,36.90%,99,11.28%,17,1.94%,4,0.46%,73.66,27.46,5.34,121,15.66,31.1,229.17,0.08
30-Jan-21,EEAST,888,95.00%,66.72%,163,12.25%,33,2.48%,9,0.68%,157.12,46.67,12.58,160,20.83,33.23,462.13,0.12
30-Jan-21,EMAS,677,100.00%,57.91%,119,10.18%,12,1.03%,4,0.34%,327.98,58.33,9.62,232.33,18.69,29.3,364.18,0.28
30-Jan-21,IOW,5,90.91%,16.67%,0,0.00%,0,0.00%,0,0.00%,0.32,0,0,29.88,11.65,15.27,5.82,0.01
30-Jan-21,LAS,"1,044",95.22%,65.50%,203,12.74%,8,0.50%,8,0.50%,167.88,31.49,1.39,95.63,19.83,30.47,526.74,0.11
30-Jan-21,NEAS,247,80.41%,51.89%,44,9.24%,7,1.47%,2,0.42%,40.73,23.51,8.18,142.77,17.88,51.74,141.81,0.09
30-Jan-21,NWAS,645,76.04%,51.97%,105,8.46%,5,0.40%,0,0.00%,91.53,14.85,0.41,67.5,17.38,27.32,359.46,0.07
30-Jan-21,SCAS,293,87.86%,38.20%,24,3.13%,0,0.00%,0,0.00%,26.8,2.15,0,50.7,14.48,20.86,185.04,0.03
30-Jan-21,SECAmb,569,94.11%,52.35%,59,5.43%,5,0.46%,0,0.00%,65.88,7.95,1.19,81.02,17.01,25.55,308.11,0.06
30-Jan-21,SWAS,413,100.00%,34.19%,100,8.28%,30,2.48%,13,1.08%,96.77,46.02,18.73,235.68,15.4,32.28,310.02,0.08
30-Jan-21,WMAS,761,91.80%,55.75%,141,10.33%,17,1.25%,10,0.73%,127.31,37.5,10.8,183.32,18.88,30.15,429.44,0.09
30-Jan-21,YAS,324,75.32%,39.75%,114,13.99%,28,3.44%,10,1.23%,88.63,41.38,12.91,175.75,17.13,34.14,232.63,0.11
31-Jan-21,EEAST,869,95.65%,67.00%,190,14.65%,57,4.39%,27,2.08%,189.35,79.7,31.15,163.7,22.53,39.64,486.99,0.15
31-Jan-21,EMAS,676,100.00%,56.15%,90,7.48%,11,0.91%,2,0.17%,332.04,47.96,6.43,150.73,18.03,27.69,361.78,0.28
31-Jan-21,IOW,6,97.30%,16.67%,0,0.00%,0,0.00%,0,0.00%,0.46,0,0,29.88,11,17.28,6.6,0.01
31-Jan-21,LAS,"1,026",93.13%,65.77%,152,9.74%,2,0.13%,2,0.13%,140.94,16.47,0.28,73.85,19.05,27.93,495.21,0.09
31-Jan-21,NEAS,285,79.35%,55.77%,68,13.31%,20,3.91%,2,0.39%,61.79,42.47,20.86,152.9,20.32,55.84,173.06,0.12
31-Jan-21,NWAS,712,74.93%,56.60%,105,8.35%,4,0.32%,1,0.08%,99,14.43,0.93,94.57,17.92,28.2,375.82,0.08
31-Jan-21,SCAS,282,88.92%,37.40%,19,2.52%,0,0.00%,0,0.00%,28.51,2.44,0,54.93,14.81,21.75,186.16,0.04
31-Jan-21,SECAmb,537,94.44%,50.95%,67,6.36%,8,0.76%,2,0.19%,66.21,14.5,2.65,103.8,16.87,25.94,296.34,0.06
31-Jan-21,SWAS,404,100.00%,32.14%,92,7.32%,14,1.11%,6,0.48%,75.95,25.73,7.29,136.83,14.14,26.02,296.28,0.06
31-Jan-21,WMAS,753,91.54%,52.33%,76,5.28%,17,1.18%,11,0.76%,102.02,27.53,12.82,139.08,17.42,28.29,417.76,0.07
31-Jan-21,YAS,285,76.50%,33.93%,57,6.79%,6,0.71%,1,0.12%,51.05,13.75,3.12,195.7,13.89,26.18,194.52,0.06
01-Feb-21,EEAST,915,94.76%,69.32%,240,18.18%,94,7.12%,53,4.02%,278.15,153.83,82.86,319.52,26.35,50.98,579.81,0.21
01-Feb-21,EMAS,765,100.00%,61.74%,180,14.53%,39,3.15%,14,1.13%,409.28,112.56,34.74,286,21.7,39.39,448.03,0.33
01-Feb-21,IOW,11,93.18%,26.83%,2,4.88%,0,0.00%,0,0.00%,1.06,0.02,0,31.05,13.08,19.62,8.94,0.03
01-Feb-21,LAS,"1,196",95.70%,67.99%,314,17.85%,25,1.42%,25,1.42%,235.16,62.78,12.73,190.75,21.66,33.95,634.9,0.13
01-Feb-21,NEAS,286,80.83%,58.97%,73,15.05%,20,4.12%,5,1.03%,63.86,45.17,22.88,154.27,20.98,61.54,169.62,0.13
01-Feb-21,NWAS,752,75.64%,56.46%,158,11.86%,28,2.10%,13,0.98%,144.84,49.46,16.05,153.05,19.68,33.53,436.88,0.11
01-Feb-21,SCAS,341,86.72%,43.16%,57,7.22%,8,1.01%,3,0.38%,50.7,14.43,3.12,132.08,16.42,24.18,216.17,0.06
01-Feb-21,SECAmb,618,91.59%,56.18%,121,11.00%,27,2.45%,8,0.73%,114.76,37.73,11.09,150.37,19.53,34.56,358.07,0.1
01-Feb-21,SWAS,526,100.00%,40.43%,188,14.45%,70,5.38%,35,2.69%,172.1,95.15,39.57,186.07,19.06,42.97,413.29,0.13
01-Feb-21,WMAS,"1,038",92.40%,61.90%,253,15.09%,78,4.65%,37,2.21%,243.56,107.96,42.74,223.33,22.33,41.64,624,0.15
01-Feb-21,YAS,345,73.95%,40.78%,118,13.95%,47,5.56%,20,2.36%,115.03,64.62,29.55,297.27,19.23,43.53,271.08,0.14
02-Feb-21,EEAST,874,91.25%,68.17%,218,17.00%,79,6.16%,41,3.20%,234.72,118.18,57.45,312.77,24.85,45.4,531.02,0.18
02-Feb-21,EMAS,741,100.00%,61.44%,179,14.84%,36,2.99%,26,2.16%,418.83,123.06,44.28,250,21.93,39.37,440.77,0.35
02-Feb-21,IOW,8,94.29%,24.24%,0,0.00%,0,0.00%,0,0.00%,0.74,0,0,29.62,13.24,18.63,7.28,0.02
02-Feb-21,LAS,"1,136",95.89%,65.86%,336,19.48%,61,3.54%,61,3.54%,281.36,115.52,43.48,249.27,23.4,38.12,672.65,0.16
02-Feb-21,NEAS,250,76.67%,57.21%,37,8.47%,9,2.06%,2,0.46%,38.06,20.45,9.64,107.23,18.07,53.29,131.63,0.09
02-Feb-21,NWAS,751,76.19%,56.00%,155,11.56%,28,2.09%,9,0.67%,138.23,44.96,11.57,179.22,19.43,32.34,434.21,0.1
02-Feb-21,SCAS,373,83.49%,47.58%,81,10.33%,19,2.42%,7,0.89%,76.22,32.11,12.1,227.12,18.83,27.02,246.02,0.1
02-Feb-21,SECAmb,635,92.70%,61.71%,105,10.20%,12,1.17%,5,0.49%,99.05,26.77,5.52,133.13,19.46,31.18,333.73,0.1
02-Feb-21,SWAS,582,100.00%,43.53%,241,18.03%,95,7.11%,36,2.69%,224.11,130.44,52.06,202.68,21.36,44.26,476.04,0.17
02-Feb-21,WMAS,957,90.72%,60.80%,232,14.74%,60,3.81%,27,1.72%,214.93,91.38,35.26,190.7,21.8,37.94,571.92,0.14
02-Feb-21,YAS,274,69.94%,36.34%,76,10.08%,8,1.06%,5,0.66%,57.25,19.6,5.35,138.97,15.03,29.8,188.93,0.08
03-Feb-21,EEAST,881,93.41%,65.45%,230,17.09%,85,6.32%,44,3.27%,242.96,126.22,58.88,338.98,24.61,42.53,552.18,0.18
03-Feb-21,EMAS,767,100.00%,64.02%,218,18.20%,60,5.01%,28,2.34%,456.57,160.96,66.5,420,24.3,48.38,485.19,0.38
03-Feb-21,IOW,7,93.02%,17.50%,3,7.50%,2,5.00%,0,0.00%,2.05,1.18,0.16,67.4,14.12,17.2,9.41,0.05
03-Feb-21,LAS,"1,083",97.16%,64.50%,278,16.56%,13,0.77%,13,0.77%,199.76,49.74,3.25,109.65,20.59,32.19,576.13,0.12
03-Feb-21,NEAS,237,76.60%,50.64%,29,6.20%,2,0.43%,0,0.00%,30.15,12.32,1.64,67.97,16.63,52.65,129.73,0.06
03-Feb-21,NWAS,632,76.51%,51.05%,112,9.05%,13,1.05%,9,0.73%,105.69,29.17,9.93,145.13,18.03,29.38,371.96,0.09
03-Feb-21,SCAS,389,85.30%,48.93%,94,11.82%,23,2.89%,3,0.38%,80.61,32.04,7.66,162.55,19.05,31.88,252.35,0.1
03-Feb-21,SECAmb,536,93.08%,52.39%,67,6.55%,5,0.49%,2,0.20%,69.19,13.09,2.47,125.4,17.21,26.41,293.39,0.07
03-Feb-21,SWAS,557,100.00%,43.69%,261,20.47%,110,8.63%,66,5.18%,279.36,186.51,98.06,282.9,24.41,54.08,518.78,0.22
03-Feb-21,WMAS,905,91.36%,57.83%,159,10.16%,39,2.49%,15,0.96%,163.53,56.71,18.26,219.15,19.74,33.29,514.76,0.1
03-Feb-21,YAS,332,72.97%,39.81%,96,11.51%,8,0.96%,1,0.12%,67.4,20.09,2.48,92.7,15.79,30.18,219.53,0.08
04-Feb-21,EEAST,867,95.20%,68.38%,194,15.30%,49,3.86%,12,0.95%,188.51,71.71,23.82,186.13,22.77,37.63,481.18,0.15
04-Feb-21,EMAS,656,100.00%,56.80%,134,11.60%,11,0.95%,0,0.00%,325.8,64.96,4.26,88.22,18.7,30.21,359.92,0.28
04-Feb-21,IOW,5,88.00%,22.73%,0,0.00%,0,0.00%,0,0.00%,0.32,0,0,23.93,12.19,16.95,4.47,0.01
04-Feb-21,LAS,"1,044",96.07%,63.78%,244,14.91%,27,1.65%,27,1.65%,194,50.99,9.04,132.43,20.55,31.83,560.74,0.12
04-Feb-21,NEAS,254,83.19%,51.84%,41,8.37%,11,2.24%,4,0.82%,43.53,26.25,12.71,107.83,18.08,54.36,147.65,0.09
04-Feb-21,NWAS,694,75.61%,55.56%,102,8.17%,3,0.24%,0,0.00%,95.5,13.3,0.69,88.45,17.65,28.28,367.43,0.08
04-Feb-21,SCAS,264,86.09%,37.08%,41,5.76%,9,1.26%,3,0.42%,41.89,13.63,4.26,139.48,15.92,23.66,188.89,0.06
04-Feb-21,SECAmb,661,94.40%,57.63%,107,9.33%,7,0.61%,1,0.09%,91.53,17.87,1.18,93.38,18.24,27.97,348.64,0.08
04-Feb-21,SWAS,552,100.00%,42.53%,244,18.80%,125,9.63%,86,6.63%,359.61,270.02,184.42,398.03,27.94,67.85,604.52,0.28
04-Feb-21,WMAS,860,91.96%,56.99%,123,8.15%,16,1.06%,5,0.33%,124.79,29.77,8.02,135.78,18.43,28.65,463.56,0.08
04-Feb-21,YAS,322,74.69%,40.71%,97,12.26%,19,2.40%,4,0.51%,76.09,28.79,4.98,109.53,16.8,31.98,221.53,0.1
05-Feb-21,EEAST,876,94.96%,65.47%,176,13.15%,39,2.91%,11,0.82%,170.99,57.37,15.17,182.68,21.39,35.08,477.03,0.13
05-Feb-21,EMAS,714,100.00%,59.95%,159,13.35%,23,1.93%,10,0.84%,354.04,81.97,15.8,130.45,20.08,33.58,398.55,0.3
05-Feb-21,IOW,7,95.24%,17.50%,0,0.00%,0,0.00%,0,0.00%,0.44,0,0,22.92,11.05,17.05,7.36,0.01
05-Feb-21,LAS,"1,115",95.42%,67.74%,279,16.95%,26,1.58%,26,1.58%,223.84,66.82,15.72,200.88,21.8,33.3,598,0.14
05-Feb-21,NEAS,246,79.62%,53.83%,58,12.69%,20,4.38%,0,0.00%,53.07,35.67,19.46,87.98,19.89,60.42,151.47,0.12
05-Feb-21,NWAS,732,78.56%,53.98%,135,9.96%,12,0.88%,3,0.22%,115.22,26.75,4.23,142.88,18.18,30.55,410.85,0.08
05-Feb-21,SCAS,305,86.38%,40.40%,51,6.75%,9,1.19%,4,0.53%,50.19,16.63,6.31,217.23,16.36,25.18,205.86,0.07
05-Feb-21,SECAmb,605,93.93%,56.65%,83,7.77%,11,1.03%,2,0.19%,84.47,17.62,3.22,105.4,18.19,28.6,323.75,0.08
05-Feb-21,SWAS,520,100.00%,39.79%,170,13.01%,32,2.45%,8,0.61%,123.06,48.7,9.65,130.97,16.61,33.94,361.93,0.09
05-Feb-21,WMAS,904,91.70%,56.39%,167,10.42%,45,2.81%,21,1.31%,174.77,67.83,26.4,159.75,19.91,33.56,531.87,0.11
05-Feb-21,YAS,348,76.37%,40.94%,101,11.88%,13,1.53%,1,0.12%,75.78,23.88,2.48,106.85,16.31,31.59,231.04,0.09
06-Feb-21,EEAST,765,95.59%,60.81%,144,11.45%,25,1.99%,5,0.40%,130.15,36.6,7.91,131.92,19.66,30.45,412.26,0.1
06-Feb-21,EMAS,702,100.00%,59.90%,150,12.80%,21,1.79%,10,0.85%,367.04,84.66,18.11,184.62,20.03,33,391.22,0.31
06-Feb-21,IOW,9,97.06%,27.27%,0,0.00%,0,0.00%,0,0.00%,0.4,0,0,26.3,12.28,17.35,6.75,0.01
06-Feb-21,LAS,971,95.13%,62.12%,138,8.83%,4,0.26%,4,0.26%,132.66,16.55,1.04,86,18.57,27.07,483.71,0.08
06-Feb-21,NEAS,259,78.39%,55.34%,51,10.90%,11,2.35%,6,1.28%,45.79,30.27,13.71,116.5,19.02,58.74,148.34,0.1
06-Feb-21,NWAS,711,76.51%,56.25%,137,10.84%,10,0.79%,3,0.24%,115.23,28.88,7.41,192.12,18.7,30.78,394.01,0.09
06-Feb-21,SCAS,245,86.75%,34.65%,39,5.52%,12,1.70%,3,0.42%,39.66,14.17,4.25,121.93,15.67,23.72,184.61,0.06
06-Feb-21,SECAmb,490,93.24%,47.34%,69,6.67%,7,0.68%,2,0.19%,65.4,14.12,2.48,112.3,16.78,25.26,289.45,0.06
06-Feb-21,SWAS,473,100.00%,37.78%,160,12.78%,65,5.19%,34,2.72%,169.05,99.74,49.14,218.2,18.79,43.68,392.03,0.14
06-Feb-21,WMAS,704,91.56%,51.09%,79,5.73%,19,1.38%,7,0.51%,99.15,25.6,8.23,131.23,17.53,27.96,402.53,0.07
06-Feb-21,YAS,289,76.32%,36.44%,45,5.67%,0,0.00%,0,0.00%,39.55,5.76,0,54.18,13.81,24.5,182.55,0.05
07-Feb-21,EEAST,662,95.63%,54.04%,72,5.88%,3,0.24%,1,0.08%,81.7,11.19,1.29,98.2,17.39,25.8,355.11,0.07
07-Feb-21,EMAS,650,100.00%,57.52%,124,10.97%,16,1.42%,4,0.35%,324.68,63.29,7.89,113,18.99,30.35,357.66,0.29
07-Feb-21,IOW,6,100.00%,18.18%,0,0.00%,0,0.00%,0,0.00%,0.35,0,0,21.48,11.34,17.98,6.24,0.01
07-Feb-21,LAS,889,95.20%,59.83%,141,9.49%,0,0.00%,0,0.00%,123.5,14.56,0,59,18.31,27.02,453.46,0.08
07-Feb-21,NEAS,221,84.97%,42.50%,20,3.85%,0,0.00%,0,0.00%,23.53,7.67,0,49.55,14.94,49.65,129.49,0.05
07-Feb-21,NWAS,622,75.93%,51.75%,94,7.82%,2,0.17%,0,0.00%,81.8,10.67,0.19,69.47,17.02,27.28,340.9,0.07
07-Feb-21,SCAS,192,89.68%,29.45%,12,1.84%,1,0.15%,0,0.00%,16.66,1.93,0.31,78.58,13.51,19.11,146.83,0.03
07-Feb-21,SECAmb,428,92.70%,43.23%,43,4.34%,5,0.51%,2,0.20%,50.48,9.1,2.07,127.35,15.88,23.25,261.99,0.05
07-Feb-21,SWAS,363,100.00%,30.61%,108,9.11%,36,3.04%,16,1.35%,101.07,49.85,18.88,156.7,15.47,31.16,305.75,0.09
07-Feb-21,WMAS,634,92.40%,46.18%,56,4.08%,6,0.44%,3,0.22%,70.08,11.73,4.06,147.45,15.96,23.47,365.29,0.05
07-Feb-21,YAS,270,73.96%,33.83%,47,5.89%,5,0.63%,2,0.25%,40.26,9.85,2.38,132.2,13.48,23.89,179.34,0.05
08-Feb-21,EEAST,817,92.45%,62.37%,164,12.52%,50,3.82%,31,2.37%,188.93,87.83,46.72,324.12,22.26,39.93,486.07,0.14
08-Feb-21,EMAS,702,100.00%,57.40%,139,11.37%,24,1.96%,13,1.06%,356.79,81.15,21.97,188,19.77,34.64,402.92,0.29
08-Feb-21,IOW,14,94.12%,29.17%,0,0.00%,0,0.00%,0,0.00%,1.05,0,0,29.25,13.35,18.7,10.68,0.02
08-Feb-21,LAS,"1,139",93.93%,67.48%,258,15.28%,14,0.83%,14,0.83%,202.09,45.36,3.58,103.8,20.77,31.85,584.44,0.12
08-Feb-21,NEAS,238,80.95%,50.00%,31,6.51%,1,0.21%,0,0.00%,30.76,14.21,0.84,65.43,16.54,51.34,131.19,0.06
08-Feb-21,NWAS,692,77.76%,52.34%,113,8.55%,21,1.59%,7,0.53%,119.01,37.4,13.65,224.58,18.42,31.13,405.94,0.09
08-Feb-21,SCAS,260,87.33%,36.62%,40,5.63%,6,0.85%,0,0.00%,34.16,8.78,1.09,88.13,15.17,23.11,179.54,0.05
08-Feb-21,SECAmb,495,82.11%,51.62%,114,11.89%,9,0.94%,2,0.21%,81.46,21.2,3.16,141.98,18.14,29.46,289.93,0.08
08-Feb-21,SWAS,537,100.00%,41.50%,226,17.47%,109,8.42%,72,5.56%,273.83,188.4,109.39,285.03,23.85,50.85,514.32,0.21
08-Feb-21,WMAS,896,91.96%,54.04%,153,9.23%,27,1.63%,9,0.54%,148.44,43.85,10.64,148.58,18.63,31.25,514.94,0.09
08-Feb-21,YAS,322,78.35%,36.18%,90,10.11%,9,1.01%,0,0.00%,65.78,19.73,1.79,86.42,14.92,28.74,221.38,0.07
09-Feb-21,EEAST,829,94.02%,67.62%,146,11.91%,41,3.34%,16,1.31%,158.37,57.19,18.77,128.87,21.51,34.67,439.58,0.13
09-Feb-21,EMAS,708,100.00%,59.30%,141,11.81%,21,1.76%,8,0.67%,353.44,74.8,14.9,154.47,19.91,32.57,396.15,0.3
09-Feb-21,IOW,11,88.10%,29.73%,2,5.41%,0,0.00%,0,0.00%,1.22,0.27,0,44.9,14.24,18.65,8.78,0.03
09-Feb-21,LAS,972,94.57%,64.93%,211,14.09%,11,0.73%,11,0.73%,168.65,36.25,7.33,179.15,20.32,30.3,507.04,0.11
09-Feb-21,NEAS,239,77.55%,51.62%,35,7.56%,2,0.43%,1,0.22%,30.97,14.49,2.33,95.53,17.15,51.14,132.35,0.07
09-Feb-21,NWAS,667,78.61%,51.11%,107,8.20%,4,0.31%,1,0.08%,93.44,16.57,1.43,90.88,17.25,28.39,375.26,0.07
09-Feb-21,SCAS,306,84.22%,42.80%,54,7.55%,7,0.98%,3,0.42%,47.29,12.74,2.36,101.53,16.62,24.5,198.08,0.07
09-Feb-21,SECAmb,599,94.27%,53.58%,69,6.17%,1,0.09%,0,0.00%,69.02,7.1,0.14,68.28,16.94,25.24,315.62,0.06
09-Feb-21,SWAS,405,100.00%,35.53%,102,8.95%,34,2.98%,18,1.58%,106.47,50.55,20.7,152.28,16.42,35.36,311.95,0.09
09-Feb-21,WMAS,821,90.25%,53.42%,115,7.48%,11,0.72%,1,0.07%,112.54,23.56,3.05,111.25,17.67,27.54,452.62,0.07
09-Feb-21,YAS,295,70.38%,39.92%,90,12.18%,26,3.52%,16,2.17%,91.11,49.34,27.13,290.6,18.23,39.7,224.48,0.12
10-Feb-21,EEAST,907,93.64%,67.69%,165,12.31%,29,2.16%,16,1.19%,165.11,53.42,19.81,178.7,21.23,32.74,474.17,0.12
10-Feb-21,EMAS,666,100.00%,56.35%,131,11.08%,17,1.44%,4,0.34%,320.19,62.95,9.57,149.18,18.88,30.37,371.88,0.27
10-Feb-21,IOW,2,95.00%,5.26%,0,0.00%,0,0.00%,0,0.00%,0.06,0,0,17.2,10.04,12.97,6.36,0
10-Feb-21,LAS,"1,045",94.84%,66.06%,219,13.84%,11,0.70%,11,0.70%,180.64,40.82,3.57,122.12,20.51,31.28,540.66,0.11
10-Feb-21,NEAS,236,79.68%,47.77%,43,8.70%,8,1.62%,2,0.40%,37.76,22.04,8.39,119.32,17.09,53.47,140.74,0.08
10-Feb-21,NWAS,666,77.82%,52.15%,97,7.60%,1,0.08%,0,0.00%,86.32,11.62,0.43,85.78,17.02,27.39,362.24,0.07
10-Feb-21,SCAS,290,86.37%,40.50%,37,5.17%,2,0.28%,0,0.00%,35.17,5.83,0.36,73.38,15.66,22.62,186.86,0.05
10-Feb-21,SECAmb,524,89.15%,54.02%,81,8.35%,5,0.52%,1,0.10%,72.41,13.69,1.6,102.02,17.57,27.48,283.97,0.07
10-Feb-21,SWAS,446,100.00%,35.01%,176,13.81%,62,4.87%,35,2.75%,179.05,111.42,59.76,285.43,18.93,45.07,401.88,0.14
10-Feb-21,WMAS,776,88.44%,52.54%,119,8.06%,22,1.49%,7,0.47%,120.9,32.97,9.45,161.9,18.06,27.83,444.58,0.08
10-Feb-21,YAS,305,75.11%,35.97%,78,9.20%,18,2.12%,2,0.24%,61.11,21.27,3.43,91.87,14.98,30.1,211.73,0.07
11-Feb-21,EEAST,759,95.25%,60.14%,128,10.14%,14,1.11%,7,0.55%,125.63,32.95,7.31,147.78,19.52,30.15,410.53,0.1
11-Feb-21,EMAS,757,100.00%,59.33%,184,14.42%,37,2.90%,15,1.18%,406.97,111.61,31.42,199.05,21.12,35.55,449.18,0.32
11-Feb-21,IOW,4,95.83%,17.39%,0,0.00%,0,0.00%,0,0.00%,0.1,0,0,17.93,10.97,15.65,4.2,0
11-Feb-21,LAS,"1,066",95.71%,64.57%,236,14.29%,9,0.55%,9,0.55%,176.11,33.21,2.49,103.23,19.98,30.33,549.82,0.11
11-Feb-21,NEAS,259,78.73%,53.40%,50,10.31%,8,1.65%,3,0.62%,40.99,25.12,9.12,98.2,17.91,57.22,144.75,0.08
11-Feb-21,NWAS,587,71.76%,52.74%,88,7.91%,4,0.36%,2,0.18%,79.88,13.5,2.1,118.93,17.32,26.61,321.34,0.07
11-Feb-21,SCAS,238,84.53%,33.76%,19,2.70%,0,0.00%,0,0.00%,23.66,1.79,0,43.98,14.25,20.13,167.45,0.03
11-Feb-21,SECAmb,558,94.01%,52.25%,60,5.62%,3,0.28%,1,0.09%,68.59,9.31,0.95,93.53,17.12,26.03,304.66,0.06
11-Feb-21,SWAS,459,100.00%,36.40%,128,10.15%,31,2.46%,15,1.19%,108.91,48.89,16.89,159.67,16.08,32.01,337.9,0.09
11-Feb-21,WMAS,799,92.13%,52.53%,142,9.34%,25,1.64%,8,0.53%,133.88,44.06,12.18,184.57,18.48,31.78,468.56,0.09
11-Feb-21,YAS,347,72.90%,43.87%,127,16.06%,19,2.40%,6,0.76%,90.83,35.92,8.36,141.2,17.68,33.71,233.04,0.11
12-Feb-21,EEAST,856,94.93%,65.24%,138,10.52%,13,0.99%,1,0.08%,128.81,27.21,2.93,98.38,19.65,30.9,429.64,0.1
12-Feb-21,EMAS,778,100.00%,61.21%,197,15.50%,52,4.09%,21,1.65%,425.65,125.97,38.97,175,21.86,39.71,463.13,0.33
12-Feb-21,IOW,9,95.12%,23.08%,1,2.56%,0,0.00%,0,0.00%,1.1,0.34,0,50.6,13.06,18.52,8.49,0.03
12-Feb-21,LAS,"1,018",94.73%,65.80%,225,14.54%,18,1.16%,18,1.16%,175.19,42.64,7.69,130.22,20.35,32.05,524.64,0.11
12-Feb-21,NEAS,271,78.07%,56.81%,43,9.01%,7,1.47%,1,0.21%,40.49,21.7,6.58,96.6,18.26,55.2,145.19,0.08
12-Feb-21,NWAS,700,75.44%,54.01%,103,7.95%,3,0.23%,0,0.00%,93.82,13.2,0.7,86.15,17.34,27.01,374.57,0.07
